from_address,builder_reward
0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,614.9646720949482
0xf9cafeb32467994e3affd61e30865e5ab32abe68,73.65721467211458
0x77ad3a15b78101883af36ad4a875e17c86ac65d1,69.61428654714801
0x3c17cff1116c3bbefa64254b5596ffa6dc1e067a,56.827425957351004
0x6fb9ea028eecddc6f4845194ab844131a71279fe,56.40252467362072
0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,53.10288787852653
0x957e4082c6798db29f6b1055f48395215ea4a141,52.06010493725035
0xffffab07392dbd555c8d46429fe14018ec71a5a3,50.978702741228496
0xfc9928f6590d853752824b0b403a6ae36785e535,45.424784652909
0xf5213a6a2f0890321712520b8048d9886c1a9900,43.71038675930405
0xe75ed6f453c602bd696ce27af11565edc9b46b0d,43.05312054772615
0x520c602cb82538e9eb71d0310449f3e2eafa9d18,38.18436948035701
0xa1f4305d4ada78af8f74321fdf93554cc35c1441,37.361491946889394
0x71b253b6777f378d95a9d264b3dcc8d945c593db,35.365351458977
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,34.518245495371275
0xff64e8e2a0afc9923461f446d7e31863c2bc1f4b,33.875907010210945
0x7088659e96e5dcc91608d871937bdb5fa0776bac,33.66389767343138
0x570a00fbf676cba7671c245e4b77c07f8e5a4a9b,31.89226134406571
0x1071316b698da9947b2f267a02fd77e17ef2fb5b,29.10453592105423
0x3eb81b24f5c89fe0119998bb8772413d32fec77c,28.943914360294194
0x46f765b845d42c5915284666af07b10dc74d9825,28.045772881236104
0xd9b8c0bd1ff0adfbbccb3d2bd1b93cea433996d6,25.414606990868894
0x8ef57238cd4178eed96cd30a13cbc7448925328e,25.246917766982165
0xbd6b8d8fa94f7307840252548549b56a33c98054,24.89500190836769
0x1febe88e7145f51c1bb4668d275f6eeb9548479b,24.60692173975294
0x956d864e9e99e9be131ebb099d74ca05fa782c62,23.599343948212653
0x6d0a9e4b3026efa6a5a4d195bba0eef699ca5ae5,22.846541939759607
0xd8600ef4b0a2b4ed5f4aeaab7ce023a811f97406,22.25554536028853
0x6224fe0c8067ddb65c8c45eed7c0636511a0f98b,21.08693331139237
0x91aae0aafd9d2d730111b395c6871f248d7bd728,20.253602559888222
0x315d2ee4fccda0def532ef4108ff57204f8d9eba,19.08403479411841
0xc4c162e5e2475675cf07f4c851659d0f4266c224,18.61506547950178
0xbae88c80d8b362bbd09a39b60dd5eb15b3ed36b0,18.588669170618648
0x9696a5c3eb572de180aa7f76e39c0f4418a34af1,18.37969232605947
0xa009fa1ac416ec02f6f902a3a4a584b092ae6123,18.1481254150462
0x1a98ffd0ea082bbc0df78831fba3e3d16ceaa608,18.064954604759585
0xf6b2f420060578d0628275152659e12c2181fa85,18.036734722690568
0x123791770351ccfcc96a3dba2658fe4200a66584,17.680269040170618
0xd93d10900f53a4f445a88d62efff803edfe20980,17.121538643875798
0x7a9803f2450e948f63bba32834792ce7aab02515,17.03009991916248
0xc4906210d32c22f30a7927b4411090d768dabfff,16.731724455504775
0xf66a6a166becf6ec7cf8f4873bcc22af10ee055d,16.651502295788678
0x500b2803479ae1942c912580ba44a5f44399c256,16.406954277718633
0xdf3504e9d05e54197f5d6db864194b199258571d,15.866960775488321
0xa3752e001022e619cf8ec5427ec94231657fd96f,15.162605107166577
0x6707fe36f04e37fe71cb3fa533cd2ebb468bccec,15.071612919531814
0x3527439923a63f8c13cf72b8fe80a77f6e572092,14.896172788639651
0x3624abb3026ff46a9f2d466e38f56fed69acb328,14.755950698459708
0xbe99683ca86ec4ab0a4749e54097e67a20360a32,14.493738067767287
0xe9f5f982b1bd414d7d2a51b1e806292c6d49745a,14.074032192860841
