from_address,builder_reward
0x8ef57238cd4178eed96cd30a13cbc7448925328e,3.297398076520859
0xe75ed6f453c602bd696ce27af11565edc9b46b0d,0.8914954829736017
0xfc9928f6590d853752824b0b403a6ae36785e535,0.8125199261415793
0x83b4f74296738d8c2e15bd7c1f4a19df122354f5,0.7490488424089388
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0.12518583838347971
0xd7e1236c08731c3632519dcd1a581bfe6876a3b2,0.0995251441689487
0x1113efd5c8896ccf251ea360bb9d91f113707f80,0.0715382552572002
0x3527439923a63f8c13cf72b8fe80a77f6e572092,0.0710612329080464
0x60c33eec76f1b55185d2030df84438bec7d5a88a,0.0695976247257411
0x315d2ee4fccda0def532ef4108ff57204f8d9eba,0.0679552034817832
0xdf8adfe10d4a4d9f0fc4d3e377a6e8d5730eb40c,0.061806564249765
0x16793dd8f796b39384de942e96956a595c1f5a61,0.0610875125930488
0x830d743659045575253f802dd8aee30337a1278a,0.0511144198675126
0x337a81113f934b8522459f0ca207eee7aa0f4545,0.050240418
0x03599a2429871e6be1b154fb9c24691f9d301865,0.049666702079505
0x68aea2fd715c5ee51c7827e8c39b4901633a82ae,0.0496338668426904
0x13c40effc900a993ef72287ac0a3fe214007d50d,0.033704127124912706
0x46340b20830761efd32832a74d7169b29feb9758,0.0302305108790474
0x000000ffa51e8fd8dc15c5b77990234810a640e8,0.0298564840433117
0xe93685f3bba03016f02bd1828badd6195988d950,0.0288885911123168
0x0333f6c7b94c154f8c3d8f89cc34523103aab704,0.0274989
0x11235534a66a33c366b84933d5202c841539d1c9,0.0272730567338516
0x3b5118ce538c279ef6de7334e196af6124550a2a,0.0267234
0xb720c31d4cf1c730f21f6e59aa20fc65bdb7acf6,0.0221282758911048
0x6887246668a3b87f54deb3b94ba47a6f63f32985,0.021381048
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.0204405256586373
0x58edf78281334335effa23101bbe3371b6a36a51,0.0187131087769106
0xf89d7b9c864f589bbf53a82105107622b35eaa40,0.018296598
0xce0d2213a0eaff4176d90b39879b7b4f870fa428,0.0176935704105407
0x7830c87c02e56aff27fa8ab1241711331fa86f43,0.017595939
0x89c8714e3348f2450a3174343ebf4cf026444b3b,0.0172401296791867
0x28c6c06298d514db089934071355e5743bf21d60,0.016234797999999998
0xa85b93983767729fcceac60e32a0bf87cd632108,0.0152498943011714
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0.013989048
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0.013659536
0x7395987b2853e625bd12b43aee453106089dad6c,0.0124989
0x93dbf616676d22ebd0db51c5ebb6f69ea1f9bc8b,0.0117906594610965
0xb8ff877ed78ba520ece21b1de7843a8a57ca47cb,0.0112243363079049
0x1a9b315367fc746b479dbb6a143a10cd4642aad8,0.0107714245687973
0x00000952c5165e391ed0f8adffcfaf45f3b80000,0.0107229289356648
0x21c3de23d98caddc406e3d31b25e807addf33633,0.0100923632027386
0x9ff8ffbd465801161fd45f56adc2c113ed5eff0f,0.0100283798608868
0x4cb6f0ef0eeb503f8065af1a6e6d5dd46197d3d9,0.0098494308341904
0xb23360ccdd9ed1b15d45e5d3824bb409c8d7c460,0.0097307822752372
0x431ec44720c01d5f9660bad47feb5b3c2f873fa7,0.00939831
0x55aeb56136091e9dce99c91f4e2592fdb7c07ef2,0.0090470491960583
0xb51949e513870e8f80309179ff969c62508f656c,0.0089514462795832
0xe3ea5bd3fbeb6add1db786645aad1bee693dc8cd,0.0087306192930959
0x25259003cd9de81e9462537622becb32fb6bfc24,0.0085107777757708
0xda5dd51a8869aa961b13a3fcae5ef5e2cd565bef,0.0084843304552812
